quote_id,quote_date,customer_name,alloy_name,product_form,thickness_mm,width_mm,qty_kg,lead_time_days,cert_required,price_total_usd,status
Q-100625,2025-11-08,Customer-84,17-7PH,sheet,0.01,634.87,523.88,14,AMS5528,6576.82,lost
Q-100626,2025-11-09,Customer-30,304,strip,0.426,801.73,136.92,28,EN_10204_3.1,1250.65,pending
Q-100627,2025-11-10,Customer-47,316L,strip,0.0966,734.39,165.17,35,RoHS,1913.23,pending
Q-100628,2025-11-11,Customer-182,17-7PH,strip,0.3412,766.22,248.24,14,EN_10204_3.1,2073.82,won
Q-100629,2025-11-12,Customer-210,304,strip,0.1017,475.73,592.48,21,ASTM_A240,4280.07,lost
Q-100630,2025-11-13,Customer-163,17-7PH,sheet,0.2428,1044.99,411.72,14,AMS5528,4206.04,lost
Q-100631,2025-11-14,Customer-40,316L,sheet,0.4279,989.76,128.43,14,RoHS,1851.12,pending
Q-100632,2025-11-15,Customer-115,304,strip,0.01,649.24,561.55,21,ASTM_A240,7992.67,pending
Q-100633,2025-11-16,Customer-140,304,strip,0.3658,338.02,94.33,28,EN_10204_3.1,925.09,won
Q-100634,2025-11-17,Customer-197,304,sheet,0.01,992.05,379.54,14,ASTM_A240,4424.08,won
Q-100635,2025-11-18,Customer-166,17-7PH,sheet,0.2938,917.8,308.39,28,AMS5528,3915.09,pending
Q-100636,2025-11-19,Customer-174,316L,strip,0.2683,276.33,150.67,35,RoHS,1192.45,pending
Q-100637,2025-11-20,Customer-28,304,strip,0.01,66.0,273.09,14,EN_10204_3.1,3492.53,won
Q-100638,2025-11-21,Customer-131,316L,sheet,0.1516,626.76,98.03,35,ASTM_A240,937.07,pending
Q-100639,2025-11-22,Customer-96,17-7PH,strip,0.2413,902.65,148.16,10,EN_10204_3.1,1609.55,lost
Q-100640,2025-11-23,Customer-7,304,sheet,0.2919,1032.47,348.65,35,EN_10204_3.1,3428.01,lost
Q-100641,2025-11-24,Customer-236,316L,sheet,0.2958,395.36,77.1,21,EN_10204_3.1,440.12,won
Q-100642,2025-11-25,Customer-90,316L,strip,0.1104,688.09,458.92,28,ASTM_A240,5316.78,lost
Q-100643,2025-11-26,Customer-134,304,strip,0.3993,919.52,321.58,21,ASTM_A240,1784.67,lost
Q-100644,2025-11-27,Customer-113,304,strip,0.299,494.76,205.02,21,ASTM_A240,2235.26,pending
Q-100645,2025-11-28,Customer-18,17-7PH,sheet,0.1262,479.29,639.87,28,EN_10204_3.1,6908.15,lost
Q-100646,2025-11-29,Customer-6,316L,strip,0.3437,458.35,183.34,28,ASTM_A240,1908.12,lost
Q-100647,2025-11-30,Customer-239,17-7PH,strip,0.3328,719.93,322.24,21,AMS5528,4616.95,pending
Q-100648,2025-12-01,Customer-142,316L,strip,0.3588,1039.1,170.28,21,ASTM_A240,1201.56,won
Q-100649,2025-12-02,Customer-60,304,strip,0.2006,842.62,718.78,10,EN_10204_3.1,4419.87,lost
Q-100650,2025-12-03,Customer-164,17-7PH,strip,0.2532,976.11,581.16,10,AMS5528,4165.79,pending
Q-100651,2025-12-04,Customer-189,304,strip,0.473,807.96,174.4,35,ASTM_A240,2498.05,pending
Q-100652,2025-12-05,Customer-110,316L,sheet,0.1399,49.46,245.05,21,RoHS,2942.17,lost
Q-100653,2025-12-06,Customer-53,316L,strip,0.2695,1153.89,283.98,21,ASTM_A240,3249.63,lost
Q-100654,2025-12-07,Customer-205,17-7PH,strip,0.245,778.24,450.57,14,AMS5528,5581.27,pending
Q-100655,2025-12-08,Customer-51,316L,sheet,0.0746,849.12,248.77,35,EN_10204_3.1,2347.63,lost
Q-100656,2025-12-09,Customer-221,316L,sheet,0.0863,1059.55,248.89,21,RoHS,1857.84,lost
Q-100657,2025-12-10,Customer-157,17-7PH,sheet,0.0794,358.09,323.02,10,EN_10204_3.1,4772.42,lost
Q-100658,2025-12-11,Customer-91,17-7PH,strip,0.2112,568.71,263.27,35,EN_10204_3.1,1600.77,lost
Q-100659,2025-12-12,Customer-236,17-7PH,strip,0.1705,1170.9,162.41,10,EN_10204_3.1,1904.22,pending
Q-100660,2025-12-13,Customer-81,17-7PH,strip,0.2985,671.22,182.2,14,AMS5528,1122.46,won
Q-100661,2025-12-14,Customer-47,316L,sheet,0.0943,573.55,149.04,14,ASTM_A240,923.45,lost
Q-100662,2025-12-15,Customer-108,17-7PH,strip,0.01,1182.66,463.68,10,EN_10204_3.1,6723.42,pending
Q-100663,2025-12-16,Customer-109,316L,strip,0.1306,961.99,79.73,35,EN_10204_3.1,610.93,won
Q-100664,2025-12-17,Customer-126,304,sheet,0.113,439.28,176.11,35,ASTM_A240,1463.98,lost
Q-100665,2025-12-18,Customer-216,316L,foil,0.243,110.25,249.53,14,EN_10204_3.1,3296.94,lost
Q-100666,2025-12-19,Customer-3,17-7PH,strip,0.4251,204.06,368.94,14,EN_10204_3.1,3763.67,lost
Q-100667,2025-12-20,Customer-144,316L,foil,0.0494,342.9,273.11,10,EN_10204_3.1,2624.12,pending
Q-100668,2025-12-21,Customer-176,17-7PH,sheet,0.2284,863.92,216.06,35,EN_10204_3.1,2029.44,lost
Q-100669,2025-12-22,Customer-43,304,strip,0.1518,697.66,628.48,21,EN_10204_3.1,9253.48,won
Q-100670,2025-12-23,Customer-75,17-7PH,strip,0.2884,73.05,115.88,35,AMS5528,1703.65,won
Q-100671,2025-12-24,Customer-44,304,sheet,0.3268,250.3,187.29,14,EN_10204_3.1,1850.27,lost
Q-100672,2025-12-25,Customer-147,17-7PH,sheet,0.4935,830.71,346.59,28,AMS5528,3071.19,won
Q-100673,2025-12-26,Customer-195,304,strip,0.3582,407.32,187.94,28,ASTM_A240,1761.03,pending
Q-100674,2025-12-27,Customer-27,304,sheet,0.2048,1070.06,385.77,10,EN_10204_3.1,2751.33,pending
Q-100675,2025-12-28,Customer-224,17-7PH,strip,0.4439,597.76,694.01,28,EN_10204_3.1,10079.19,won
Q-100676,2025-12-29,Customer-221,304,strip,0.2256,349.71,234.44,28,EN_10204_3.1,1649.8,won
Q-100677,2025-12-30,Customer-54,304,sheet,0.376,499.74,217.38,35,ASTM_A240,2361.31,pending
Q-100678,2025-12-31,Customer-43,17-7PH,sheet,0.3398,947.06,64.96,21,EN_10204_3.1,924.43,pending
Q-100679,2026-01-01,Customer-207,316L,foil,0.3108,880.77,184.4,35,ASTM_A240,2379.17,won
Q-100680,2026-01-02,Customer-153,17-7PH,sheet,0.0533,280.2,302.48,35,EN_10204_3.1,4122.4,pending
Q-100681,2026-01-03,Customer-75,316L,sheet,0.067,20.77,133.87,14,RoHS,1723.02,lost
Q-100682,2026-01-04,Customer-35,17-7PH,sheet,0.3033,199.42,498.9,10,AMS5528,5315.98,lost
Q-100683,2026-01-05,Customer-33,316L,sheet,0.0608,299.76,151.14,21,RoHS,887.59,pending
Q-100684,2026-01-06,Customer-183,316L,foil,0.0998,301.01,126.23,21,ASTM_A240,1386.81,lost
Q-100685,2026-01-07,Customer-126,316L,strip,0.4278,917.3,371.93,10,EN_10204_3.1,4481.06,won
Q-100686,2026-01-08,Customer-97,17-7PH,sheet,0.2911,855.58,199.54,14,EN_10204_3.1,1414.25,lost
Q-100687,2026-01-09,Customer-104,316L,strip,0.01,745.85,240.99,10,ASTM_A240,2375.07,pending
Q-100688,2026-01-10,Customer-117,17-7PH,sheet,0.2472,759.06,170.76,10,EN_10204_3.1,2293.77,lost
Q-100689,2026-01-11,Customer-188,304,sheet,0.3136,274.29,326.86,28,ASTM_A240,4000.38,lost
Q-100690,2026-01-12,Customer-204,17-7PH,sheet,0.066,351.64,257.11,28,AMS5528,2322.15,pending
Q-100691,2026-01-13,Customer-212,304,sheet,0.3886,905.91,169.02,21,EN_10204_3.1,1953.67,won
Q-100692,2026-01-14,Customer-213,304,strip,0.01,1030.66,261.69,14,EN_10204_3.1,2213.36,lost
Q-100693,2026-01-15,Customer-202,304,sheet,0.4347,123.31,170.84,10,EN_10204_3.1,1312.08,lost
Q-100694,2026-01-16,Customer-26,17-7PH,strip,0.1904,1154.56,197.0,21,AMS5528,2250.67,pending
Q-100695,2026-01-17,Customer-238,304,sheet,0.3617,246.93,613.82,28,ASTM_A240,8217.42,won
Q-100696,2026-01-18,Customer-110,304,strip,0.3433,352.31,129.86,14,ASTM_A240,1264.48,won
Q-100697,2026-01-19,Customer-41,17-7PH,strip,0.4922,429.33,293.62,28,EN_10204_3.1,4318.56,lost
Q-100698,2026-01-20,Customer-65,316L,strip,0.01,113.15,115.24,21,EN_10204_3.1,1544.28,won
Q-100699,2026-01-21,Customer-102,304,sheet,0.2042,1128.02,269.69,14,ASTM_A240,3812.34,pending
Q-100700,2026-01-22,Customer-168,304,sheet,0.0278,197.56,268.93,35,EN_10204_3.1,2596.33,won
Q-100701,2026-01-23,Customer-55,17-7PH,strip,0.2015,575.73,82.32,14,AMS5528,1145.39,lost
Q-100702,2026-01-24,Customer-58,316L,foil,0.3281,229.09,100.67,35,RoHS,661.15,pending
Q-100703,2026-01-25,Customer-3,17-7PH,sheet,0.1829,314.36,430.14,14,AMS5528,5790.55,pending
Q-100704,2026-01-26,Customer-178,304,sheet,0.0939,368.19,474.68,10,EN_10204_3.1,4553.4,won
Q-100705,2026-01-27,Customer-99,304,sheet,0.2115,732.48,241.9,28,ASTM_A240,3199.81,won
Q-100706,2026-01-28,Customer-81,17-7PH,strip,0.1144,647.12,273.56,35,AMS5528,2758.32,lost
Q-100707,2026-01-29,Customer-199,304,sheet,0.01,531.94,353.61,35,EN_10204_3.1,3864.13,won
Q-100708,2026-01-30,Customer-136,17-7PH,strip,0.0177,73.39,84.64,28,AMS5528,1042.49,pending
Q-100709,2026-01-31,Customer-43,316L,strip,0.23,988.76,306.77,21,RoHS,2859.36,lost
Q-100710,2026-02-01,Customer-236,304,sheet,0.2136,117.63,329.91,21,ASTM_A240,4272.08,lost
Q-100711,2026-02-02,Customer-23,17-7PH,sheet,0.0632,567.5,246.25,21,AMS5528,3599.94,won
Q-100712,2026-02-03,Customer-187,316L,foil,0.2903,58.28,549.95,21,RoHS,5747.2,lost
Q-100713,2026-02-04,Customer-203,304,strip,0.2873,1127.21,77.74,28,EN_10204_3.1,1138.71,won
Q-100714,2026-02-05,Customer-22,316L,sheet,0.0709,79.41,70.48,28,RoHS,405.5,won
Q-100715,2026-02-06,Customer-218,17-7PH,sheet,0.2189,1187.53,89.75,10,AMS5528,704.71,pending
Q-100716,2026-02-07,Customer-192,304,sheet,0.3543,991.79,72.29,10,ASTM_A240,448.98,lost
Q-100717,2026-02-08,Customer-127,304,sheet,0.2285,206.8,240.93,10,ASTM_A240,2060.45,lost
Q-100718,2026-02-09,Customer-164,316L,foil,0.01,1012.27,88.98,35,EN_10204_3.1,966.41,pending
Q-100719,2026-02-10,Customer-93,316L,strip,0.3047,345.39,347.35,21,ASTM_A240,1964.53,lost
Q-100720,2026-02-11,Customer-108,316L,sheet,0.2339,516.5,160.78,14,RoHS,933.11,lost
Q-100721,2026-02-12,Customer-198,17-7PH,strip,0.1013,210.24,49.75,14,EN_10204_3.1,722.95,won
Q-100722,2026-02-13,Customer-4,316L,strip,0.2749,100.77,622.71,28,ASTM_A240,4098.75,lost
Q-100723,2026-02-14,Customer-203,316L,foil,0.2235,800.9,319.3,10,ASTM_A240,3681.07,lost
Q-100724,2026-02-15,Customer-109,17-7PH,sheet,0.0363,1129.42,344.59,28,EN_10204_3.1,4505.99,pending
Q-100725,2026-02-16,Customer-72,304,sheet,0.407,321.3,86.76,10,ASTM_A240,835.56,won
Q-100726,2026-02-17,Customer-207,304,sheet,0.4463,654.58,250.83,35,ASTM_A240,1543.11,won
Q-100727,2026-02-18,Customer-151,17-7PH,sheet,0.1406,205.04,107.63,28,EN_10204_3.1,1500.1,pending
Q-100728,2026-02-19,Customer-179,17-7PH,strip,0.1193,631.57,170.21,14,EN_10204_3.1,1817.94,lost
Q-100729,2026-02-20,Customer-63,17-7PH,strip,0.01,883.15,223.31,10,AMS5528,1878.32,won
Q-100730,2024-02-22,Customer-157,304,sheet,0.1005,393.57,57.19,21,EN_10204_3.1,363.12,pending
Q-100731,2024-02-23,Customer-190,316L,sheet,0.1867,941.54,194.09,28,RoHS,1868.8,pending
Q-100732,2024-02-24,Customer-4,17-7PH,strip,0.3129,29.51,265.44,14,AMS5528,2045.33,pending
Q-100733,2024-02-25,Customer-42,316L,strip,0.1442,610.56,257.9,14,ASTM_A240,3443.21,lost
Q-100734,2024-02-26,Customer-96,304,strip,0.01,383.99,906.98,28,ASTM_A240,6803.64,won
Q-100735,2024-02-27,Customer-198,17-7PH,sheet,0.3486,997.62,242.71,21,AMS5528,3543.27,won
Q-100736,2024-02-28,Customer-135,304,strip,0.2629,879.48,209.21,35,EN_10204_3.1,2818.41,won
Q-100737,2024-02-29,Customer-117,304,sheet,0.393,176.24,191.87,21,EN_10204_3.1,1866.15,pending
Q-100738,2024-03-01,Customer-220,304,sheet,0.01,528.56,198.95,21,EN_10204_3.1,2830.77,pending
Q-100739,2024-03-02,Customer-66,316L,sheet,0.0272,282.76,288.91,28,ASTM_A240,3057.22,won
Q-100740,2024-03-03,Customer-190,17-7PH,strip,0.1575,221.7,110.27,10,AMS5528,1424.03,pending
Q-100741,2024-03-04,Customer-63,316L,foil,0.3666,421.84,389.83,10,ASTM_A240,2334.0,won
Q-100742,2024-03-05,Customer-236,304,strip,0.0571,110.63,168.0,21,EN_10204_3.1,961.07,won
Q-100743,2024-03-06,Customer-206,316L,foil,0.1239,1044.72,176.94,28,RoHS,1032.29,pending
Q-100744,2024-03-07,Customer-83,17-7PH,sheet,0.1961,1032.39,201.35,21,AMS5528,2199.59,won
Q-100745,2024-03-08,Customer-212,304,strip,0.1944,714.26,209.86,35,EN_10204_3.1,2259.35,won
Q-100746,2024-03-09,Customer-129,17-7PH,sheet,0.395,906.71,950.97,28,AMS5528,8999.0,pending
Q-100747,2024-03-10,Customer-206,316L,foil,0.2705,284.7,286.96,28,ASTM_A240,3759.5,pending
Q-100748,2024-03-11,Customer-225,316L,sheet,0.1085,1047.41,67.27,14,ASTM_A240,784.64,lost
Q-100749,2024-03-12,Customer-23,304,strip,0.2779,878.48,275.31,28,EN_10204_3.1,3290.65,pending
Q-100750,2024-03-13,Customer-52,304,sheet,0.2407,266.13,92.34,35,EN_10204_3.1,1160.62,lost
Q-100751,2024-03-14,Customer-119,17-7PH,sheet,0.1745,336.45,199.7,28,AMS5528,1855.59,lost
Q-100752,2024-03-15,Customer-188,17-7PH,sheet,0.1866,996.28,211.25,35,AMS5528,1825.03,pending
Q-100753,2024-03-16,Customer-239,316L,foil,0.3117,1171.72,152.31,28,ASTM_A240,2092.84,lost
Q-100754,2024-03-17,Customer-89,316L,foil,0.2915,291.39,183.55,21,RoHS,2115.86,pending
Q-100755,2024-03-18,Customer-1,17-7PH,strip,0.2543,186.51,261.97,28,EN_10204_3.1,1698.1,pending
Q-100756,2024-03-19,Customer-53,304,strip,0.1439,651.48,239.16,14,ASTM_A240,1393.09,pending
Q-100757,2024-03-20,Customer-16,316L,sheet,0.01,158.39,256.61,14,EN_10204_3.1,3305.72,won
Q-100758,2024-03-21,Customer-12,17-7PH,sheet,0.4744,1042.0,378.33,21,AMS5528,5547.15,won
Q-100759,2024-03-22,Customer-118,17-7PH,sheet,0.4247,546.8,177.67,14,EN_10204_3.1,1522.89,pending
Q-100760,2024-03-23,Customer-130,316L,strip,0.2315,257.8,440.0,35,ASTM_A240,4177.97,won
Q-100761,2024-03-24,Customer-152,17-7PH,sheet,0.1411,137.46,149.16,14,AMS5528,1546.72,pending
Q-100762,2024-03-25,Customer-34,316L,sheet,0.01,600.83,196.84,10,RoHS,2276.36,won
Q-100763,2024-03-26,Customer-238,304,strip,0.2957,730.91,329.33,28,EN_10204_3.1,2126.33,lost
Q-100764,2024-03-27,Customer-116,17-7PH,sheet,0.2677,402.71,380.03,14,EN_10204_3.1,5234.12,lost
Q-100765,2024-03-28,Customer-35,316L,foil,0.1484,41.7,121.05,14,ASTM_A240,1445.25,pending
Q-100766,2024-03-29,Customer-43,316L,foil,0.01,901.55,320.92,14,ASTM_A240,2514.39,lost
Q-100767,2024-03-30,Customer-31,304,strip,0.2914,163.97,110.07,14,EN_10204_3.1,651.44,pending
Q-100768,2024-03-31,Customer-79,304,sheet,0.3874,584.66,133.21,14,EN_10204_3.1,1242.24,lost
Q-100769,2024-04-01,Customer-41,304,sheet,0.2717,1013.58,453.56,28,ASTM_A240,5774.0,pending
Q-100770,2024-04-02,Customer-214,304,sheet,0.3381,601.27,453.38,14,ASTM_A240,5292.6,lost
Q-100771,2024-04-03,Customer-64,316L,foil,0.3407,685.43,247.36,35,RoHS,1520.09,lost
Q-100772,2024-04-04,Customer-67,304,sheet,0.0803,422.33,249.08,14,EN_10204_3.1,2311.8,won
Q-100773,2024-04-05,Customer-143,316L,sheet,0.09,366.16,288.53,35,EN_10204_3.1,4002.56,pending
Q-100774,2024-04-06,Customer-119,17-7PH,strip,0.3587,821.97,324.8,14,AMS5528,3541.93,won
Q-100775,2024-04-07,Customer-16,316L,foil,0.0786,116.37,366.95,35,ASTM_A240,4276.81,won
Q-100776,2024-04-08,Customer-96,316L,foil,0.4602,39.17,458.32,28,EN_10204_3.1,3899.76,pending
Q-100777,2024-04-09,Customer-235,17-7PH,strip,0.4912,424.42,330.05,28,EN_10204_3.1,4652.27,won
Q-100778,2024-04-10,Customer-232,316L,foil,0.01,395.55,210.6,21,ASTM_A240,1945.71,pending
Q-100779,2024-04-11,Customer-232,304,sheet,0.3082,159.5,375.72,10,ASTM_A240,2114.1,lost
Q-100780,2024-04-12,Customer-13,316L,foil,0.01,194.9,314.31,35,EN_10204_3.1,4527.91,won
Q-100781,2024-04-13,Customer-128,17-7PH,sheet,0.6149,120.37,318.95,10,EN_10204_3.1,2893.42,won
Q-100782,2024-04-14,Customer-91,304,strip,0.01,586.46,160.11,28,ASTM_A240,1024.5,won
Q-100783,2024-04-15,Customer-115,316L,sheet,0.01,1050.87,518.59,21,EN_10204_3.1,7151.01,won
Q-100784,2024-04-16,Customer-158,316L,strip,0.1408,582.22,68.2,10,RoHS,630.48,won
Q-100785,2024-04-17,Customer-106,17-7PH,sheet,0.3713,391.98,456.49,21,EN_10204_3.1,4058.88,pending
Q-100786,2024-04-18,Customer-72,304,sheet,0.381,161.08,367.12,28,ASTM_A240,4411.24,lost
Q-100787,2024-04-19,Customer-165,316L,sheet,0.2542,609.95,304.66,21,ASTM_A240,3429.98,pending
Q-100788,2024-04-20,Customer-204,316L,strip,0.01,748.19,168.05,21,RoHS,1230.99,won
Q-100789,2024-04-21,Customer-140,304,strip,0.0527,710.97,214.36,28,EN_10204_3.1,2717.03,lost
Q-100790,2024-04-22,Customer-70,304,strip,0.2698,1171.06,407.9,21,EN_10204_3.1,4662.79,won
Q-100791,2024-04-23,Customer-57,316L,sheet,0.1971,317.73,722.36,10,RoHS,8095.33,won
Q-100792,2024-04-24,Customer-136,304,sheet,0.2861,450.49,574.73,21,EN_10204_3.1,8012.88,lost
Q-100793,2024-04-25,Customer-26,17-7PH,strip,0.3744,1131.06,145.53,35,AMS5528,828.77,won
Q-100794,2024-04-26,Customer-137,17-7PH,strip,0.1767,924.5,176.88,10,EN_10204_3.1,2562.85,pending
Q-100795,2024-04-27,Customer-217,316L,foil,0.228,817.8,322.5,14,RoHS,3010.27,lost
Q-100796,2024-04-28,Customer-61,304,sheet,0.0532,1163.8,252.35,14,ASTM_A240,3302.41,pending
Q-100797,2024-04-29,Customer-181,304,strip,0.1905,215.94,136.49,21,ASTM_A240,1586.09,pending
Q-100798,2024-04-30,Customer-215,304,sheet,0.01,155.87,110.83,10,ASTM_A240,1037.14,lost
Q-100799,2024-05-01,Customer-126,17-7PH,sheet,0.0323,541.6,572.54,28,AMS5528,5262.59,won
Q-100800,2024-05-02,Customer-155,316L,foil,0.021,881.98,56.55,10,ASTM_A240,813.0,won
Q-100801,2024-05-03,Customer-1,316L,strip,0.0207,730.13,211.35,35,EN_10204_3.1,1381.04,lost
Q-100802,2024-05-04,Customer-88,17-7PH,strip,0.3096,211.79,173.96,28,AMS5528,1219.92,pending
Q-100803,2024-05-05,Customer-6,316L,sheet,0.3015,89.11,133.72,10,ASTM_A240,787.66,won
Q-100804,2024-05-06,Customer-217,17-7PH,strip,0.1608,157.44,139.55,21,AMS5528,1150.98,pending
Q-100805,2024-05-07,Customer-181,304,sheet,0.2501,719.47,730.16,10,EN_10204_3.1,6707.02,pending
Q-100806,2024-05-08,Customer-78,304,sheet,0.134,198.71,139.43,21,EN_10204_3.1,1248.64,lost
Q-100807,2024-05-09,Customer-112,316L,foil,0.5542,396.57,296.81,10,RoHS,3919.24,pending
Q-100808,2024-05-10,Customer-182,304,strip,0.0753,763.51,215.4,28,ASTM_A240,2754.12,pending
Q-100809,2024-05-11,Customer-171,17-7PH,sheet,0.1852,166.73,248.96,14,AMS5528,3656.23,pending
Q-100810,2024-05-12,Customer-188,316L,sheet,0.01,731.93,122.75,21,EN_10204_3.1,1264.47,pending
Q-100811,2024-05-13,Customer-187,304,sheet,0.2189,813.26,333.37,10,ASTM_A240,2295.9,won
Q-100812,2024-05-14,Customer-47,17-7PH,sheet,0.3922,423.38,304.03,35,AMS5528,1708.63,pending
Q-100813,2024-05-15,Customer-240,304,sheet,0.01,434.82,274.87,14,ASTM_A240,3157.96,lost
Q-100814,2024-05-16,Customer-20,316L,sheet,0.1779,727.36,159.16,21,RoHS,1555.31,won
Q-100815,2024-05-17,Customer-163,304,strip,0.234,1005.74,275.49,14,ASTM_A240,2645.44,won
Q-100816,2024-05-18,Customer-3,17-7PH,sheet,0.0774,614.19,150.77,14,EN_10204_3.1,1987.34,lost
Q-100817,2024-05-19,Customer-18,316L,foil,0.2861,726.3,466.23,21,RoHS,6717.92,lost
Q-100818,2024-05-20,Customer-13,304,sheet,0.3334,280.18,865.63,10,ASTM_A240,9362.64,lost
Q-100819,2024-05-21,Customer-227,304,strip,0.2831,637.61,512.98,14,ASTM_A240,5411.9,lost
Q-100820,2024-05-22,Customer-140,304,strip,0.01,34.56,523.07,21,EN_10204_3.1,3774.23,lost
Q-100821,2024-05-23,Customer-167,316L,sheet,0.0117,80.36,166.24,35,RoHS,2386.74,pending
Q-100822,2024-05-24,Customer-19,316L,foil,0.2863,249.11,180.13,28,EN_10204_3.1,1002.99,won
Q-100823,2024-05-25,Customer-67,304,sheet,0.1356,634.13,227.91,21,EN_10204_3.1,3114.61,won
Q-100824,2024-05-26,Customer-228,316L,sheet,0.2103,77.46,307.41,14,ASTM_A240,2220.43,lost
Q-100825,2024-05-27,Customer-141,316L,strip,0.2895,73.79,782.27,21,ASTM_A240,8589.12,won
Q-100826,2024-05-28,Customer-111,304,strip,0.01,1125.57,64.14,10,ASTM_A240,428.49,pending
Q-100827,2024-05-29,Customer-41,316L,strip,0.0409,310.1,228.46,10,EN_10204_3.1,1382.1,won
Q-100828,2024-05-30,Customer-49,316L,sheet,0.3383,75.43,429.83,35,ASTM_A240,2728.36,lost
Q-100829,2024-05-31,Customer-77,17-7PH,sheet,0.0193,220.45,396.28,28,EN_10204_3.1,4544.89,won
Q-100830,2024-06-01,Customer-147,316L,foil,0.01,510.22,184.69,28,EN_10204_3.1,2011.38,pending
Q-100831,2024-06-02,Customer-93,304,sheet,0.2085,155.41,304.12,35,ASTM_A240,2342.73,won
Q-100832,2024-06-03,Customer-211,304,sheet,0.356,665.38,321.32,14,EN_10204_3.1,2759.36,pending
Q-100833,2024-06-04,Customer-25,17-7PH,sheet,0.4171,760.74,182.35,21,AMS5528,2433.84,won
Q-100834,2024-06-05,Customer-75,316L,foil,0.0326,1154.71,453.26,35,RoHS,3439.9,won
Q-100835,2024-06-06,Customer-201,304,sheet,0.01,1174.3,88.55,21,EN_10204_3.1,762.28,lost
Q-100836,2024-06-07,Customer-24,304,strip,0.4399,702.46,158.79,21,EN_10204_3.1,1644.01,pending
Q-100837,2024-06-08,Customer-95,17-7PH,sheet,0.5117,817.4,159.12,28,AMS5528,2349.77,lost
Q-100838,2024-06-09,Customer-12,304,sheet,0.0757,487.28,281.2,28,EN_10204_3.1,3456.13,lost
Q-100839,2024-06-10,Customer-58,304,strip,0.4825,170.53,78.41,10,EN_10204_3.1,583.18,lost
Q-100840,2024-06-11,Customer-193,17-7PH,strip,0.0247,590.89,503.14,35,AMS5528,5545.64,pending
Q-100841,2024-06-12,Customer-172,17-7PH,strip,0.2395,576.65,109.05,21,AMS5528,1178.17,lost
Q-100842,2024-06-13,Customer-142,17-7PH,sheet,0.0781,49.73,332.74,14,AMS5528,3293.87,won
Q-100843,2024-06-14,Customer-147,304,strip,0.1839,410.06,227.71,35,EN_10204_3.1,2453.95,won
Q-100844,2024-06-15,Customer-102,304,strip,0.3242,739.93,328.38,35,ASTM_A240,3151.46,pending
Q-100845,2024-06-16,Customer-231,316L,strip,0.1608,91.9,315.33,28,RoHS,3240.77,pending
Q-100846,2024-06-17,Customer-194,17-7PH,strip,0.1952,886.84,73.4,35,AMS5528,621.26,lost
Q-100847,2024-06-18,Customer-207,316L,foil,0.2169,56.5,147.98,10,ASTM_A240,1311.57,won
Q-100848,2024-06-19,Customer-21,316L,foil,0.1173,777.66,178.1,10,EN_10204_3.1,1016.93,pending
Q-100849,2024-06-20,Customer-214,304,sheet,0.3611,1070.98,254.03,14,ASTM_A240,2878.34,pending
Q-100850,2024-06-21,Customer-23,304,strip,0.3832,368.98,288.66,10,ASTM_A240,3123.51,lost
Q-100851,2024-06-22,Customer-220,17-7PH,sheet,0.0815,254.4,157.07,14,EN_10204_3.1,1311.47,lost
Q-100852,2024-06-23,Customer-202,17-7PH,sheet,0.3997,523.27,792.24,10,AMS5528,4958.34,pending
Q-100853,2024-06-24,Customer-107,17-7PH,sheet,0.2141,354.28,90.61,28,AMS5528,801.99,won
Q-100854,2024-06-25,Customer-150,316L,strip,0.422,1038.91,85.34,35,RoHS,1103.22,won
Q-100855,2024-06-26,Customer-202,316L,strip,0.01,802.37,881.99,14,ASTM_A240,11544.87,lost
Q-100856,2024-06-27,Customer-68,17-7PH,sheet,0.1526,773.42,174.42,10,EN_10204_3.1,1182.59,lost
Q-100857,2024-06-28,Customer-10,17-7PH,sheet,0.0412,1095.84,74.59,10,EN_10204_3.1,937.5,won
Q-100858,2024-06-29,Customer-159,304,strip,0.01,267.43,136.45,35,ASTM_A240,1936.39,pending
Q-100859,2024-06-30,Customer-102,17-7PH,sheet,0.0949,923.71,404.49,10,AMS5528,2796.05,lost
Q-100860,2024-07-01,Customer-191,17-7PH,strip,0.1768,235.3,174.0,10,AMS5528,2137.13,lost
Q-100861,2024-07-02,Customer-87,304,strip,0.2527,615.26,97.15,14,ASTM_A240,667.36,lost
Q-100862,2024-07-03,Customer-220,304,strip,0.0475,770.56,150.18,21,EN_10204_3.1,835.51,pending
Q-100863,2024-07-04,Customer-35,17-7PH,strip,0.2068,978.25,362.44,10,AMS5528,3241.4,lost
Q-100864,2024-07-05,Customer-69,17-7PH,sheet,0.24,1018.43,285.12,10,EN_10204_3.1,3312.23,pending
Q-100865,2024-07-06,Customer-114,304,sheet,0.2085,949.8,197.53,21,ASTM_A240,1543.01,won
Q-100866,2024-07-07,Customer-211,304,strip,0.112,1053.08,401.07,35,EN_10204_3.1,5408.83,won
Q-100867,2024-07-08,Customer-80,17-7PH,strip,0.2826,193.1,282.83,14,AMS5528,4041.22,pending
Q-100868,2024-07-09,Customer-200,17-7PH,sheet,0.3845,610.68,112.1,21,AMS5528,1148.8,pending
Q-100869,2024-07-10,Customer-50,17-7PH,strip,0.0908,966.83,178.39,35,AMS5528,1208.93,won
Q-100870,2024-07-11,Customer-117,316L,foil,0.2511,801.53,204.93,21,ASTM_A240,2674.54,won
